ProviderNumber,HospitalName,Address1,City,ZipCode,CountyName,PhoneNumber,HospitalOwner,EmergencyService,Condition,label
10032,YEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,No,Heart Attack,0.0
10019,HELEN KELLER MEMORIAL HOSPITAQ,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUQH,HAMILTON,35570,MARION,2059216200,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,35594,MARION,2054877736,Proprietary,Yes,Surgical Infection Prevention,1.0
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,36617,MOBILE,2514717110,Government - State,,Heart Attack,0.0
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,99508,ANCHORAGE,9072761131,Proprietary,Yes,Surgical Infection Prevention,1.0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,35594,HOUSTON,2054877736,Proprietary,Yes,Surgical Infection Prevention,0.0
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGBWAY 43,WINFIELD,35594,MARION,2054877736,Proprietary,Yes,Pneumonia,0.0
10043,CHILTON MEDICAL CEJTER,1010 LAY DAM ROAD,CLANTON,35045,CHILTON,2057552500,Voluntary non-profit - Private,Yes,Heart Attack,0.0
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,36033,BUTLER,3343762205,Voluntary non-profit - Private,No,Surgical Infection Prevention,1.0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFERSON,2058383122,Voluntary non-profit - Private,Yes,Heart Attack,1.0
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,36033,BUTLER,3343762205,Voluntary non-profit - Private,No,Surgical Infection Prevention,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,DALE,2562358900,Proprietary,Yes,Children s Asthma Care,0.0
10024,JACKSON HOSPITAL & CLINIC INC,,MONTGOMERY,36106,MONTGOMERY,3342938000,Voluntary non-profit - Private,Yes,Heart Attack,0.0
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,99508,ANCHORAGE,9072761131,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFEGSON,2058383122,Voluntary non-profit - Private,Yes,Heart Attack,0.0
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,,MONTGOMERY,3342882100,Voluntary non-profit - Church,Yes,Pneumonia,0.0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORGAN,2567736511,Proprietary,Yes,Heart Attack,1.0
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANU,36033,BUTLER,3343762205,Voluntary non-profit - Private,No,Pneumonia,0.0
10039,HUNTSVILLE HOSPITAL,,HUNTSVILLE,35801,MADISON,2562651000,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,35957,HOUSTON,3347935000,Proprietary,Yes,Heart Failure,0.0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,1.0
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,35045,CHILTON,2057552500,Proprietary,Yes,Heart Attack,0.0
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,36617,MOBDLE,2514717110,Government - State,Yes,Heart Attack,0.0
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,36360,DALE,3347742601,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,36278,,2563572111,Government - Local,No,Heart Failure,0.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Pneumonia,1.0
10021,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,36360,DALE,3347742601,Government - Hospital District or Authority,Yes,Heart Failure,1.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSXEN,35903,ETOWAH,2564944000,Proprietary,Yes,Heart Attack,0.0
10027,ELBA GENERAL HOSPITAL,987 DRAYTON STREET,ELBA,36323,,3348972257,Voluntary non-profit - Other,Yes,Heart Failure,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,001 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Heart Attack,0.0
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,35594,MARION,2052743000,Proprietary,Yes,Heart Attack,0.0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,1.0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFERSON,2058383122,Voluntary non-profit - Private,Yes,Pneumonia,1.0
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,35150,TALLADEGA,3342938000,Voluntary non-profit - Other,No,Surgical Infection Prevention,0.0
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALASIA,36420,COVINGTON,3342228466,Proprietary,No,Heart Attack,0.0
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,35594,MARION,2054877736,Proprietary,Yes,Heart Attack,1.0
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,35631,LAUDERDALE,2567688400,Voluntary non-profit - Other,Yes,Heart Failure,1.0
10027,ELBA GENERAL HOSPITAL,987 DRAYCON STREET,ELBA,36323,COFFEE,3348972257,Voluntary non-profit - Other,Yes,Pneumonia,0.0
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,,35801,MADISON,2562651000,Government - Hospital District or Authority,Yes,Children s Asthma Care,0.0
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,35594,MARION,2054877736,Proprietary,Yes,Heart Attack,1.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Heart Failure,1.0
10015,DEKALB REGIONAL MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,36784,CLARKE,3346366221,Government - Federal,Yes,Heart Attack,0.0
10086,,1530 U S HIGHWAY 43,WINFIELD,35594,MARION,2054877736,Proprietary,Yes,Heart Attack,0.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,AUABASTER,35007,SHELBY,2056208100,Voluntary non-profit - Church,Yes,Heart Failure,0.0
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,35957,MARSBALL,2565938310,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1320 UNIVERSITY BLVD,BIRMINGHAM,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,Yes,Heart Attack,0.0
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,35570,LEE,2059216200,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10032,WEDTWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,No,Surgical Infection Prevention,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10055,ELOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,36305,HOUSTON,3347935000,Proprietary,Yes,Pneumonia,0.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,35901,ETOWAH,2565435200,Proprietary,Yes,Heart Attack,1.0
10027,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,0.0
10047,,515 MIRANDA ST,GEORGIANA,36033,BUTLER,3343762205,Voluntary non-profit - Private,No,Heart Failure,0.0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,No,Heart Failure,1.0
10001,SOUTHEAST VLABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,36617,MOBILE,2514717110,Government - State,Yes,Heart Failure,0.0
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,36617,MOBILE,2514717110,Government - State,Yes,,0.0
10009,HARTSELLE MEDICAL CENTER,201 PINZ STREET NORTHWEST,HARTSELLE,35640,MORGAN,2567736511,Proprietary,Yes,Heart Failure,0.0
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDAYUSIA,36420,COVINGTON,3342228466,Proprietary,No,Pneumonia,0.0
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,35957,MARSHALL,2564944000,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10044,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,36467,COVINGTON,3344933541,Voluntary non-profit - Private,No,Surgical Infection Prevention,0.0
10023,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,36116,MONTGOMERY,3342882100,Voluntary non-profit - Church,Yes,,0.0
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORV PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Yes,Pneumonia,0.0
10055,DEKALB REGIONAL MEDICAL CENTER,4370 WEST MAIN STREET,DOTHAN,36305,HOUSTON,3347935000,Proprietary,Yes,Pneumonia,0.0
10047,GEORGIANA HOSPITAL,515 MIRANDA ST,GEORGIANA,36033,BUTLER,3343762205,Voluntary non-profit - Private,No,Surgical Infection Prevention,1.0
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,35570,MARION,2059216200,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,1.0
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,36330,COFFEE,3343470584,Proprietary,Yes,Pneumonia,1.0
10032,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,36784,CLARKE,3346366221,Government - Federal,Yes,Heart Attack,0.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,1000 FIRST STREET NORTH,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIOLD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVHNUE NORTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Yes,Heart Attack,0.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUITON,3347938701,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,35058,CULLMAN,2567372000,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10008,CRENSHAW COMMUNITY HOSPITAL,50 MEDICAL PARK EAST DRIVE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Yes,Pneumonia,0.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,,JEFFERSON,2059344011,Government - State,Yes,Heart Attack,0.0
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,35968,DE KALB,2568453150,Voluntary non-profit - Church,Yes,Heart Failure,1.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,Yes,Pneumonia,1.0
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,MARSHALL,3347938701,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOWEE,36278,RANDOLPH,2563572111,Government - Local,No,Pneumonia,1.0
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDAMUSIA,36420,COVINGTON,3342228466,Proprietary,No,Heart Failure,0.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,,3343353374,Government - Federal,Yes,Heart Attack,0.0
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,35801,MADISON,2562651000,Government - Hospital District or Authority,Yes,Children s Asthma Care,1.0
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,99508,ANCHORAGE,9072761131,Proprietary,Yes,Pneumonia,1.0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORGAN,2567736511,Proprietary,,Heart Attack,0.0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,,MORGAN,2567736511,Proprietary,Yes,Pneumonia,0.0
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDR STREET,ENTERPRISE,36330,COFFEE,3343470584,Proprietary,Yes,Surgical Infection Prevention,0.0
10033,,619 SOUTH 19TH STREET,BIRMINGHAM,35233,JEFFERSON,2059344011,Government - State,Yes,Heart Failure,0.0
10045,GEORGIANA HOSPITAL,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Yes,Pneumonia,0.0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,1.0
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,35570,MARION,2059216200,,Yes,Heart Failure,0.0
20017,ALASKA REGIONAL HOQPITAL,2801 DEBARR ROAD,ANCHORAGE,99508,ANCHORAGE,9072761131,Proprietary,Yes,Heart Failure,0.0
10086,RIVERVIEW REGIONAL MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,35594,MARION,2054877736,Proprietary,Yes,Heart Attack,0.0
10050,ST VINCENTS BLOUNT,150 GILBREITH DRIVE,ONEONTA,35121,BLOUNT,2052743000,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANMISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Heart Failure,0.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Government - Hospital District or Authority,Yes,Heart Failure,0.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Yes,Pneumonia,1.0
10043,CHILTON MEDICAL CENTER,1010 LAY DAM ROAD,CLANTON,35045,CHILTON,2057552500,,Yes,Heart Failure,0.0
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,,35801,MADISON,2562651000,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,36067,AUTAUGA,3343614267,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,1.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,,Proprietary,Yes,Heart Failure,0.0
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,36784,CLARKE,3346366221,Government - Federal,Yes,Heart Attack,1.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,2000 PEPPERELL PARKWAY,OPELIKA,36801,LEE,3347493411,Government - Hospital District or Authority,Yes,Heart Attack,1.0
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,36330,JEFFERSON,3343470584,Proprietary,Yes,Pneumonia,0.0
10056,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,35058,CULLMAN,2567372000,Government - Hospital District or Authority,Yes,Heart Attack,0.0
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,MARSHALL,,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,,ETOWAH,2564944000,Proprietary,Yes,Heart Attack,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1607 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,Yes,Surgical Infection Prevention,0.0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEY,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,0.0
10036,ANDALUSIA REGIONAL HOSPITAL,849 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,COVINGTON,3342228466,Proprietary,No,Surgical Infection Prevention,1.0
10032,WEDOWEE HOSPITAL,209 NORTH MAIN STREET,WEDOFEE,36278,RANDOLPH,2563572111,Government - Local,No,Surgical Infection Prevention,0.0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,No,Heart Attack,0.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Yes,Heart Attack,1.0
10010,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,35976,MARSHALL,2565718000,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,1.0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,Government - State,Yes,Pneumonia,0.0
,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFERSON,2058383122,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,DALE,2564944000,Proprietary,Yes,Surgical Infection Prevention,0.0
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHAP ROAD,TALLASSEE,36078,ELMORE,3342836541,Voluntary non-profit - Private,No,Heart Attack,0.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,35233,JEFFERSON,2059344011,Government - State,Yes,Pneumonia,1.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343762205,Government - Federal,Yes,Pneumonia,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,,2562358900,Proprietary,Yes,Heart Failure,0.0
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,,36106,MONTGOMERY,3342938000,Voluntary non-profit - Private,Yes,Heart Attack,0.0
10055,FLOWERS HOSPITAL,4370 WEST MAIN STROET,DOTHAN,36305,HOUSTON,3347935000,Proprietary,Yes,Pneumonia,0.0
10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,35640,MORGAN,2567736511,Proprietary,Yes,Heart Attack,1.0
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,35594,MARION,2054877736,Proprietary,Yes,Surgical Infection Prevention,1.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,,Heart Failure,0.0
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,35660,JEFFERSON,2563864556,Government - Hospital District or Authority,Yes,Pneumonia,1.0
10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CILCLE,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Yes,Heart Attack,0.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,2059325966,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,0.0
10008,CRENSHAW COMMUNITY HOSPITAL,,LUVERNE,36049,CRENSHAW,3343353374,Government - Federal,Yes,Heart Attack,0.0
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STRTET,MONTGOMERY,36106,MONTGOMERY,3342938000,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10025,G H LANIER MEMORIAL HOSPITAL,4800 48TH ST,VALLEI,36854,CHAMBERS,3347561400,Voluntary non-profit - Other,Yes,Pneumonia,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,Yes,Heart Failure,0.0
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,36201,CALHOUN,2562358900,Proprietary,Yes,Surgical Infection Prevention,0.0
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,36067,AUTAUGA,3343614267,Voluntary non-profit - Private,Yes,Heart Attack,0.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINJHAM,35233,JEFFERSON,2059344011,Government - State,Yes,Pneumonia,0.0
10056,ST VINCENTS HOSPITAL,810 ST VINCENTS DRIVE,BIRMINGHAM,35205,JEFFERSON,2059397000,Voluntary non-profit - Other,Yes,Heart Attack,0.0
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,35233,JEFFERSON,2053258100,Voluntary non-profit - Private,Yes,Heart Attack,1.0
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,36302,HOUSTON,3347938701,Voluntary non-profit - Other,Yes,Pneumonia,0.0
10022,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,35960,CHEROKWE,2569275531,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,0.0
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,35957,MARSHALL,,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,0.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYEXTE,2059325966,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,0.0
10005,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,36305,HOUSTON,3347935000,Proprietary,Yes,Surgical Infection Prevention,0.0
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAAETTE,2059325966,Voluntary non-profit - Other,Yes,Heart Failure,0.0
10033,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,36078,JEFFERSON,2059344011,Government - State,Yes,Heart Attack,0.0
10086,,1530 U S HIGHWAY 43,WINFIELD,35594,MARION,2054877736,Proprietary,Yes,Heart Attack,0.0
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,Yes,Heart Attack,1.0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFERSON,2056208100,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,35150,TALLADEGA,2562495000,Voluntary non-profit - Other,No,Heart Failure,0.0
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,35901,ETOWAH,2565435200,Proprietary,Yes,Heart Failure,0.0
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NGRTH,ALABASTER,35007,SHELBY,2056208100,Voluntary non-profit - Church,Yes,Pneumonia,0.0
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,35968,MADISON,2562651000,Government - Hospital District or Authority,Yes,Pneumonia,0.0
10050,ST VINCENTS BLOULT,150 GILBREATH DRIVE,ONEONTA,35121,BLOUNT,2052743000,Voluntary non-profit - Private,Yes,Pneumonia,0.0
10035,CULLMAN REGIONAL MEDICAL CENTER,1912 ALABAMA HIGHWAY 157,CULLMAN,,CULLMAN,2567372000,Government - Hospital District or Authority,Yes,Heart Failure,0.0
10033,UNIVERSITY OF ACABAMA HOSPITAL,619 SOUTH 19TH STREET,BIRMINGHAM,35233,JEFFERSON,2059344011,Government - State,Yes,Heart Attack,0.0
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 FNLLINGIM STREET,MOBILE,36617,MOBILE,2514717110,Government - State,Yes,Heart Failure,0.0
10011,ST VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,BIRMINGHAM,35235,JEFFERSON,2058383122,Voluntary non-profit - Private,Yes,Heart Attack,1.0
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHRN,36305,HOUSTON,3347935000,Proprietary,Yes,Surgical Infection Prevention,0.0
10024,JACKSON HOSPITAL & CLINIC INC,1725 PINE STREET,MONTGOMERY,36106,MONTGOUERY,3342938000,Voluntary non-profit - Private,Yes,Pneumonia,0.0
,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,35903,ETOWAH,2564944000,Proprietary,Yes,Heart Failure,0.0
10049,,400 N EDWARDS STREET,ENTERPRISE,36330,COFFEE,3343470584,Proprietary,Yes,Surgical Infection Prevention,0.0
